sample-id	forward-absolute-filepath	reverse-absolute-filepath
SRR19064488	/home/users/eunseo916/yunna02102/fastq/SRR19064488_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064488_2.fastq.gz
SRR19064489	/home/users/eunseo916/yunna02102/fastq/SRR19064489_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064489_2.fastq.gz
SRR19064490	/home/users/eunseo916/yunna02102/fastq/SRR19064490_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064490_2.fastq.gz
SRR19064491	/home/users/eunseo916/yunna02102/fastq/SRR19064491_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064491_2.fastq.gz
SRR19064492	/home/users/eunseo916/yunna02102/fastq/SRR19064492_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064492_2.fastq.gz
SRR19064493	/home/users/eunseo916/yunna02102/fastq/SRR19064493_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064493_2.fastq.gz
SRR19064494	/home/users/eunseo916/yunna02102/fastq/SRR19064494_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064494_2.fastq.gz
SRR19064495	/home/users/eunseo916/yunna02102/fastq/SRR19064495_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064495_2.fastq.gz
SRR19064496	/home/users/eunseo916/yunna02102/fastq/SRR19064496_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064496_2.fastq.gz
SRR19064497	/home/users/eunseo916/yunna02102/fastq/SRR19064497_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064497_2.fastq.gz
SRR19064498	/home/users/eunseo916/yunna02102/fastq/SRR19064498_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064498_2.fastq.gz
SRR19064499	/home/users/eunseo916/yunna02102/fastq/SRR19064499_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064499_2.fastq.gz
SRR19064500	/home/users/eunseo916/yunna02102/fastq/SRR19064500_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064500_2.fastq.gz
SRR19064501	/home/users/eunseo916/yunna02102/fastq/SRR19064501_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064501_2.fastq.gz
SRR19064502	/home/users/eunseo916/yunna02102/fastq/SRR19064502_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064502_2.fastq.gz
SRR19064503	/home/users/eunseo916/yunna02102/fastq/SRR19064503_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064503_2.fastq.gz
SRR19064504	/home/users/eunseo916/yunna02102/fastq/SRR19064504_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064504_2.fastq.gz
SRR19064505	/home/users/eunseo916/yunna02102/fastq/SRR19064505_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064505_2.fastq.gz
SRR19064506	/home/users/eunseo916/yunna02102/fastq/SRR19064506_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064506_2.fastq.gz
SRR19064507	/home/users/eunseo916/yunna02102/fastq/SRR19064507_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064507_2.fastq.gz
SRR19064508	/home/users/eunseo916/yunna02102/fastq/SRR19064508_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064508_2.fastq.gz
SRR19064509	/home/users/eunseo916/yunna02102/fastq/SRR19064509_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064509_2.fastq.gz
SRR19064510	/home/users/eunseo916/yunna02102/fastq/SRR19064510_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064510_2.fastq.gz
SRR19064511	/home/users/eunseo916/yunna02102/fastq/SRR19064511_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064511_2.fastq.gz
SRR19064512	/home/users/eunseo916/yunna02102/fastq/SRR19064512_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064512_2.fastq.gz
SRR19064513	/home/users/eunseo916/yunna02102/fastq/SRR19064513_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064513_2.fastq.gz
SRR19064514	/home/users/eunseo916/yunna02102/fastq/SRR19064514_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064514_2.fastq.gz
SRR19064515	/home/users/eunseo916/yunna02102/fastq/SRR19064515_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064515_2.fastq.gz
SRR19064516	/home/users/eunseo916/yunna02102/fastq/SRR19064516_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064516_2.fastq.gz
SRR19064517	/home/users/eunseo916/yunna02102/fastq/SRR19064517_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064517_2.fastq.gz
SRR19064518	/home/users/eunseo916/yunna02102/fastq/SRR19064518_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064518_2.fastq.gz
SRR19064519	/home/users/eunseo916/yunna02102/fastq/SRR19064519_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064519_2.fastq.gz
SRR19064520	/home/users/eunseo916/yunna02102/fastq/SRR19064520_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064520_2.fastq.gz
SRR19064521	/home/users/eunseo916/yunna02102/fastq/SRR19064521_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064521_2.fastq.gz
SRR19064522	/home/users/eunseo916/yunna02102/fastq/SRR19064522_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064522_2.fastq.gz
SRR19064523	/home/users/eunseo916/yunna02102/fastq/SRR19064523_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064523_2.fastq.gz
SRR19064524	/home/users/eunseo916/yunna02102/fastq/SRR19064524_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064524_2.fastq.gz
SRR19064525	/home/users/eunseo916/yunna02102/fastq/SRR19064525_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064525_2.fastq.gz
SRR19064526	/home/users/eunseo916/yunna02102/fastq/SRR19064526_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064526_2.fastq.gz
SRR19064527	/home/users/eunseo916/yunna02102/fastq/SRR19064527_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064527_2.fastq.gz
SRR19064528	/home/users/eunseo916/yunna02102/fastq/SRR19064528_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064528_2.fastq.gz
SRR19064529	/home/users/eunseo916/yunna02102/fastq/SRR19064529_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064529_2.fastq.gz
SRR19064530	/home/users/eunseo916/yunna02102/fastq/SRR19064530_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064530_2.fastq.gz
SRR19064531	/home/users/eunseo916/yunna02102/fastq/SRR19064531_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064531_2.fastq.gz
SRR19064532	/home/users/eunseo916/yunna02102/fastq/SRR19064532_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064532_2.fastq.gz
SRR19064533	/home/users/eunseo916/yunna02102/fastq/SRR19064533_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064533_2.fastq.gz
SRR19064534	/home/users/eunseo916/yunna02102/fastq/SRR19064534_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064534_2.fastq.gz
SRR19064535	/home/users/eunseo916/yunna02102/fastq/SRR19064535_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064535_2.fastq.gz
SRR19064536	/home/users/eunseo916/yunna02102/fastq/SRR19064536_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064536_2.fastq.gz
SRR19064537	/home/users/eunseo916/yunna02102/fastq/SRR19064537_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064537_2.fastq.gz
SRR19064538	/home/users/eunseo916/yunna02102/fastq/SRR19064538_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064538_2.fastq.gz
SRR19064539	/home/users/eunseo916/yunna02102/fastq/SRR19064539_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064539_2.fastq.gz
SRR19064540	/home/users/eunseo916/yunna02102/fastq/SRR19064540_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064540_2.fastq.gz
SRR19064541	/home/users/eunseo916/yunna02102/fastq/SRR19064541_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064541_2.fastq.gz
SRR19064542	/home/users/eunseo916/yunna02102/fastq/SRR19064542_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064542_2.fastq.gz
SRR19064543	/home/users/eunseo916/yunna02102/fastq/SRR19064543_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064543_2.fastq.gz
SRR19064544	/home/users/eunseo916/yunna02102/fastq/SRR19064544_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064544_2.fastq.gz
SRR19064545	/home/users/eunseo916/yunna02102/fastq/SRR19064545_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064545_2.fastq.gz
SRR19064546	/home/users/eunseo916/yunna02102/fastq/SRR19064546_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064546_2.fastq.gz
SRR19064547	/home/users/eunseo916/yunna02102/fastq/SRR19064547_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064547_2.fastq.gz
SRR19064548	/home/users/eunseo916/yunna02102/fastq/SRR19064548_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064548_2.fastq.gz
SRR19064549	/home/users/eunseo916/yunna02102/fastq/SRR19064549_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064549_2.fastq.gz
SRR19064550	/home/users/eunseo916/yunna02102/fastq/SRR19064550_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064550_2.fastq.gz
SRR19064551	/home/users/eunseo916/yunna02102/fastq/SRR19064551_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064551_2.fastq.gz
SRR19064552	/home/users/eunseo916/yunna02102/fastq/SRR19064552_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064552_2.fastq.gz
SRR19064553	/home/users/eunseo916/yunna02102/fastq/SRR19064553_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064553_2.fastq.gz
SRR19064554	/home/users/eunseo916/yunna02102/fastq/SRR19064554_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064554_2.fastq.gz
SRR19064555	/home/users/eunseo916/yunna02102/fastq/SRR19064555_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064555_2.fastq.gz
SRR19064556	/home/users/eunseo916/yunna02102/fastq/SRR19064556_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064556_2.fastq.gz
SRR19064557	/home/users/eunseo916/yunna02102/fastq/SRR19064557_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064557_2.fastq.gz
SRR19064558	/home/users/eunseo916/yunna02102/fastq/SRR19064558_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064558_2.fastq.gz
SRR19064559	/home/users/eunseo916/yunna02102/fastq/SRR19064559_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064559_2.fastq.gz
SRR19064560	/home/users/eunseo916/yunna02102/fastq/SRR19064560_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064560_2.fastq.gz
SRR19064561	/home/users/eunseo916/yunna02102/fastq/SRR19064561_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064561_2.fastq.gz
SRR19064562	/home/users/eunseo916/yunna02102/fastq/SRR19064562_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064562_2.fastq.gz
SRR19064563	/home/users/eunseo916/yunna02102/fastq/SRR19064563_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064563_2.fastq.gz
SRR19064564	/home/users/eunseo916/yunna02102/fastq/SRR19064564_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064564_2.fastq.gz
SRR19064565	/home/users/eunseo916/yunna02102/fastq/SRR19064565_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064565_2.fastq.gz
SRR19064566	/home/users/eunseo916/yunna02102/fastq/SRR19064566_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064566_2.fastq.gz
SRR19064567	/home/users/eunseo916/yunna02102/fastq/SRR19064567_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064567_2.fastq.gz
SRR19064568	/home/users/eunseo916/yunna02102/fastq/SRR19064568_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064568_2.fastq.gz
SRR19064569	/home/users/eunseo916/yunna02102/fastq/SRR19064569_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064569_2.fastq.gz
SRR19064570	/home/users/eunseo916/yunna02102/fastq/SRR19064570_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064570_2.fastq.gz
SRR19064571	/home/users/eunseo916/yunna02102/fastq/SRR19064571_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064571_2.fastq.gz
SRR19064572	/home/users/eunseo916/yunna02102/fastq/SRR19064572_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064572_2.fastq.gz
SRR19064573	/home/users/eunseo916/yunna02102/fastq/SRR19064573_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064573_2.fastq.gz
SRR19064574	/home/users/eunseo916/yunna02102/fastq/SRR19064574_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064574_2.fastq.gz
SRR19064575	/home/users/eunseo916/yunna02102/fastq/SRR19064575_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064575_2.fastq.gz
SRR19064576	/home/users/eunseo916/yunna02102/fastq/SRR19064576_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064576_2.fastq.gz
SRR19064577	/home/users/eunseo916/yunna02102/fastq/SRR19064577_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064577_2.fastq.gz
SRR19064578	/home/users/eunseo916/yunna02102/fastq/SRR19064578_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064578_2.fastq.gz
SRR19064579	/home/users/eunseo916/yunna02102/fastq/SRR19064579_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064579_2.fastq.gz
SRR19064580	/home/users/eunseo916/yunna02102/fastq/SRR19064580_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064580_2.fastq.gz
SRR19064581	/home/users/eunseo916/yunna02102/fastq/SRR19064581_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064581_2.fastq.gz
SRR19064582	/home/users/eunseo916/yunna02102/fastq/SRR19064582_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064582_2.fastq.gz
SRR19064583	/home/users/eunseo916/yunna02102/fastq/SRR19064583_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064583_2.fastq.gz
SRR19064584	/home/users/eunseo916/yunna02102/fastq/SRR19064584_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064584_2.fastq.gz
SRR19064585	/home/users/eunseo916/yunna02102/fastq/SRR19064585_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064585_2.fastq.gz
SRR19064586	/home/users/eunseo916/yunna02102/fastq/SRR19064586_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064586_2.fastq.gz
SRR19064587	/home/users/eunseo916/yunna02102/fastq/SRR19064587_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064587_2.fastq.gz
SRR19064588	/home/users/eunseo916/yunna02102/fastq/SRR19064588_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064588_2.fastq.gz
SRR19064589	/home/users/eunseo916/yunna02102/fastq/SRR19064589_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064589_2.fastq.gz
SRR19064590	/home/users/eunseo916/yunna02102/fastq/SRR19064590_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064590_2.fastq.gz
SRR19064591	/home/users/eunseo916/yunna02102/fastq/SRR19064591_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064591_2.fastq.gz
SRR19064592	/home/users/eunseo916/yunna02102/fastq/SRR19064592_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064592_2.fastq.gz
SRR19064593	/home/users/eunseo916/yunna02102/fastq/SRR19064593_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064593_2.fastq.gz
SRR19064594	/home/users/eunseo916/yunna02102/fastq/SRR19064594_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064594_2.fastq.gz
SRR19064595	/home/users/eunseo916/yunna02102/fastq/SRR19064595_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064595_2.fastq.gz
SRR19064596	/home/users/eunseo916/yunna02102/fastq/SRR19064596_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064596_2.fastq.gz
SRR19064597	/home/users/eunseo916/yunna02102/fastq/SRR19064597_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064597_2.fastq.gz
SRR19064598	/home/users/eunseo916/yunna02102/fastq/SRR19064598_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064598_2.fastq.gz
SRR19064599	/home/users/eunseo916/yunna02102/fastq/SRR19064599_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064599_2.fastq.gz
SRR19064600	/home/users/eunseo916/yunna02102/fastq/SRR19064600_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064600_2.fastq.gz
SRR19064601	/home/users/eunseo916/yunna02102/fastq/SRR19064601_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064601_2.fastq.gz
SRR19064602	/home/users/eunseo916/yunna02102/fastq/SRR19064602_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064602_2.fastq.gz
SRR19064603	/home/users/eunseo916/yunna02102/fastq/SRR19064603_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064603_2.fastq.gz
SRR19064604	/home/users/eunseo916/yunna02102/fastq/SRR19064604_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064604_2.fastq.gz
SRR19064605	/home/users/eunseo916/yunna02102/fastq/SRR19064605_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064605_2.fastq.gz
SRR19064606	/home/users/eunseo916/yunna02102/fastq/SRR19064606_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064606_2.fastq.gz
SRR19064607	/home/users/eunseo916/yunna02102/fastq/SRR19064607_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064607_2.fastq.gz
SRR19064608	/home/users/eunseo916/yunna02102/fastq/SRR19064608_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064608_2.fastq.gz
SRR19064609	/home/users/eunseo916/yunna02102/fastq/SRR19064609_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064609_2.fastq.gz
SRR19064610	/home/users/eunseo916/yunna02102/fastq/SRR19064610_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064610_2.fastq.gz
SRR19064611	/home/users/eunseo916/yunna02102/fastq/SRR19064611_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064611_2.fastq.gz
SRR19064612	/home/users/eunseo916/yunna02102/fastq/SRR19064612_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064612_2.fastq.gz
SRR19064613	/home/users/eunseo916/yunna02102/fastq/SRR19064613_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064613_2.fastq.gz
SRR19064614	/home/users/eunseo916/yunna02102/fastq/SRR19064614_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064614_2.fastq.gz
SRR19064615	/home/users/eunseo916/yunna02102/fastq/SRR19064615_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064615_2.fastq.gz
SRR19064616	/home/users/eunseo916/yunna02102/fastq/SRR19064616_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064616_2.fastq.gz
SRR19064617	/home/users/eunseo916/yunna02102/fastq/SRR19064617_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064617_2.fastq.gz
SRR19064618	/home/users/eunseo916/yunna02102/fastq/SRR19064618_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064618_2.fastq.gz
SRR19064619	/home/users/eunseo916/yunna02102/fastq/SRR19064619_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064619_2.fastq.gz
SRR19064620	/home/users/eunseo916/yunna02102/fastq/SRR19064620_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064620_2.fastq.gz
SRR19064621	/home/users/eunseo916/yunna02102/fastq/SRR19064621_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064621_2.fastq.gz
SRR19064622	/home/users/eunseo916/yunna02102/fastq/SRR19064622_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064622_2.fastq.gz
SRR19064623	/home/users/eunseo916/yunna02102/fastq/SRR19064623_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064623_2.fastq.gz
SRR19064624	/home/users/eunseo916/yunna02102/fastq/SRR19064624_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064624_2.fastq.gz
SRR19064625	/home/users/eunseo916/yunna02102/fastq/SRR19064625_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064625_2.fastq.gz
SRR19064626	/home/users/eunseo916/yunna02102/fastq/SRR19064626_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064626_2.fastq.gz
SRR19064627	/home/users/eunseo916/yunna02102/fastq/SRR19064627_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064627_2.fastq.gz
SRR19064628	/home/users/eunseo916/yunna02102/fastq/SRR19064628_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064628_2.fastq.gz
SRR19064629	/home/users/eunseo916/yunna02102/fastq/SRR19064629_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064629_2.fastq.gz
SRR19064630	/home/users/eunseo916/yunna02102/fastq/SRR19064630_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064630_2.fastq.gz
SRR19064631	/home/users/eunseo916/yunna02102/fastq/SRR19064631_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064631_2.fastq.gz
SRR19064632	/home/users/eunseo916/yunna02102/fastq/SRR19064632_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064632_2.fastq.gz
SRR19064633	/home/users/eunseo916/yunna02102/fastq/SRR19064633_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064633_2.fastq.gz
SRR19064634	/home/users/eunseo916/yunna02102/fastq/SRR19064634_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064634_2.fastq.gz
SRR19064635	/home/users/eunseo916/yunna02102/fastq/SRR19064635_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064635_2.fastq.gz
SRR19064636	/home/users/eunseo916/yunna02102/fastq/SRR19064636_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064636_2.fastq.gz
SRR19064637	/home/users/eunseo916/yunna02102/fastq/SRR19064637_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064637_2.fastq.gz
SRR19064638	/home/users/eunseo916/yunna02102/fastq/SRR19064638_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064638_2.fastq.gz
SRR19064639	/home/users/eunseo916/yunna02102/fastq/SRR19064639_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064639_2.fastq.gz
SRR19064640	/home/users/eunseo916/yunna02102/fastq/SRR19064640_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064640_2.fastq.gz
SRR19064641	/home/users/eunseo916/yunna02102/fastq/SRR19064641_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064641_2.fastq.gz
SRR19064642	/home/users/eunseo916/yunna02102/fastq/SRR19064642_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064642_2.fastq.gz
SRR19064643	/home/users/eunseo916/yunna02102/fastq/SRR19064643_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064643_2.fastq.gz
SRR19064644	/home/users/eunseo916/yunna02102/fastq/SRR19064644_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064644_2.fastq.gz
SRR19064645	/home/users/eunseo916/yunna02102/fastq/SRR19064645_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064645_2.fastq.gz
SRR19064646	/home/users/eunseo916/yunna02102/fastq/SRR19064646_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064646_2.fastq.gz
SRR19064647	/home/users/eunseo916/yunna02102/fastq/SRR19064647_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064647_2.fastq.gz
SRR19064648	/home/users/eunseo916/yunna02102/fastq/SRR19064648_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064648_2.fastq.gz
SRR19064649	/home/users/eunseo916/yunna02102/fastq/SRR19064649_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064649_2.fastq.gz
SRR19064650	/home/users/eunseo916/yunna02102/fastq/SRR19064650_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064650_2.fastq.gz
SRR19064651	/home/users/eunseo916/yunna02102/fastq/SRR19064651_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064651_2.fastq.gz
SRR19064652	/home/users/eunseo916/yunna02102/fastq/SRR19064652_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064652_2.fastq.gz
SRR19064653	/home/users/eunseo916/yunna02102/fastq/SRR19064653_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064653_2.fastq.gz
SRR19064654	/home/users/eunseo916/yunna02102/fastq/SRR19064654_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064654_2.fastq.gz
SRR19064655	/home/users/eunseo916/yunna02102/fastq/SRR19064655_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064655_2.fastq.gz
SRR19064656	/home/users/eunseo916/yunna02102/fastq/SRR19064656_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064656_2.fastq.gz
SRR19064657	/home/users/eunseo916/yunna02102/fastq/SRR19064657_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064657_2.fastq.gz
SRR19064658	/home/users/eunseo916/yunna02102/fastq/SRR19064658_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064658_2.fastq.gz
SRR19064659	/home/users/eunseo916/yunna02102/fastq/SRR19064659_1.fastq.gz	/home/users/eunseo916/yunna02102/fastq/SRR19064659_2.fastq.gz
